invoice_id,branch,city,state,customer_type,gender,product_name,product_line,unit_price,quantity,vat,total,date,time,payment,cogs,gross_margin_pct,gross_income,rating,time_of_day,day_name,month_name,product_category
518-17-2983,Hinjawadi,Pune,Delhi,Prime,Female,Sunglasses,"Fashion accessories",48.63,5,14.3900,399.6000,"2026-05-02 10:57:28",15:44:00,Ewallet,273.28,4.761904716,19.0200,7.6,Afternoon,Saturday,May,Bad
518-71-6847,"Connaught Place",Delhi,Maharashtra,Basic,Male,"Tropicana Juice","Food and beverages",26.60,6,12.0100,252.2000,"2026-04-14 01:18:29",15:10:00,Ewallet,184.76,4.761904716,12.0100,4.9,Afternoon,Tuesday,April,Bad
521-18-7827,Saket,Delhi,Maharashtra,Basic,Male,"Wall Clock","Home and lifestyle",39.39,16,41.0500,1240.9100,"2026-06-02 22:14:13",20:46:00,"Credit card",631.29,4.761904716,59.0900,8.7,Evening,Tuesday,June,Bad
522-57-8364,Andheri,Mumbai,Maharashtra,Basic,Male,"Baseball Cap","Fashion accessories",51.34,11,37.5100,638.0100,"2026-05-19 02:43:47",10:00:00,Ewallet,577.04,4.761904716,30.3800,7.6,Morning,Tuesday,May,Good
523-38-0215,Andheri,Mumbai,Delhi,Elite,Male,"Coffee Mug","Home and lifestyle",37.00,1,10.0400,210.4400,"2026-06-07 19:43:58",13:29:00,"Credit card",118.58,4.761904716,10.0400,7.9,Afternoon,Sunday,June,Bad
525-09-8450,Rohini,Delhi,Maharashtra,Elite,Male,"USB Flash Drive","Electronic accessories",72.13,52,232.4700,6796.5100,"2026-10-24 14:21:29",15:12:00,UPI,2750.75,4.761904716,323.6600,7.8,Afternoon,Saturday,October,Good
525-88-7307,"Banjara Hills",Hyderabad,Maharashtra,Prime,Male,"Cricket Bat","Sports and travel",75.82,1,11.0800,232.7300,"2026-07-21 23:12:34",13:19:00,Cash,221.65,4.761904716,11.0800,5.8,Afternoon,Tuesday,July,Bad
526-86-8552,"Hitech City",Hyderabad,Karnataka,Prime,Female,Bedsheet,"Home and lifestyle",21.82,17,16.4200,496.5000,"2026-03-07 23:45:37",17:36:00,Cash,252.60,4.761904716,23.6500,7.1,Evening,Saturday,March,Bad
527-09-6272,"Banjara Hills",Hyderabad,Telangana,Prime,Female,"Bluetooth Speaker","Electronic accessories",28.45,8,10.0000,169.9800,"2026-06-01 02:33:38",10:17:00,"Credit card",199.85,4.761904716,8.0900,7.5,Morning,Monday,June,Bad
528-14-9470,Gachibowli,Hyderabad,Maharashtra,Basic,Male,Shampoo,"Health and beauty",91.30,1,8.2500,173.4100,"2026-04-15 02:48:41",14:42:00,Ewallet,165.15,4.761904716,8.2500,9.2,Afternoon,Wednesday,April,Bad
528-87-5606,Indiranagar,Bangalore,Maharashtra,Elite,Female,"Power Bank","Electronic accessories",39.48,1,4.0900,123.7800,"2026-09-22 06:22:25",19:43:00,UPI,56.86,4.761904716,5.8900,7.5,Evening,Tuesday,September,Bad
529-56-3974,Baner,Pune,Telangana,Basic,Male,"Power Bank","Electronic accessories",25.51,3,3.1100,130.5000,"2026-02-27 23:47:48",17:03:00,Cash,76.53,4.761904716,6.2300,8.3,Evening,Friday,February,Bad
530-90-9855,"Banjara Hills",Hyderabad,Telangana,Basic,Male,"Wall Clock","Home and lifestyle",47.59,26,61.0200,1281.3400,"2026-06-26 10:46:22",14:47:00,Cash,1220.35,4.761904716,61.0200,5.7,Afternoon,Friday,June,Good
531-56-4728,Bandra,Mumbai,Delhi,Prime,Male,"Coffee Mug","Home and lifestyle",80.08,5,28.4700,597.6500,"2026-10-16 14:31:01",15:29:00,Cash,437.83,4.761904716,28.4700,5.4,Afternoon,Friday,October,Bad
531-80-1784,Andheri,Mumbai,Maharashtra,Prime,Male,"Bluetooth Speaker","Electronic accessories",26.02,10,17.0600,717.8400,"2026-08-27 10:52:02",17:38:00,"Credit Card",262.28,4.761904716,34.2000,6.9,Evening,Thursday,August,Bad
532-59-7201,Andheri,Mumbai,Maharashtra,Elite,Male,"Travel Backpack","Sports and travel",79.93,6,36.0900,757.8200,"2026-04-21 03:49:34",14:04:00,"Credit Card",555.18,4.761904716,36.0900,5.5,Afternoon,Tuesday,April,Good
533-33-5337,Koramangala,Bangalore,Maharashtra,Prime,Male,"Wireless Mouse","Electronic accessories",79.39,40,218.0200,9178.5600,"2026-11-20 22:53:31",20:24:00,Cash,3027.62,4.761904716,437.1100,6.7,Evening,Friday,November,Good
533-66-5566,Saket,Delhi,Telangana,Basic,Female,"Storage Basket","Home and lifestyle",51.07,7,23.2400,395.2600,"2026-02-10 16:30:42",11:42:00,UPI,357.49,4.761904716,18.8300,7.0,Morning,Tuesday,February,Good
534-01-4457,"Connaught Place",Delhi,Maharashtra,Elite,Male,"Nescafe Coffee","Food and beverages",81.71,7,38.2500,803.0500,"2026-02-10 11:41:39",14:36:00,UPI,588.31,4.761904716,38.2500,8.0,Afternoon,Tuesday,February,Good
534-53-3526,Kharadi,Pune,Telangana,Elite,Female,"Travel Backpack","Sports and travel",94.76,5,19.9600,603.4900,"2026-02-08 01:35:14",16:06:00,Cash,379.04,4.761904716,28.7300,7.8,Evening,Sunday,February,Good
537-72-0426,Kharadi,Pune,Maharashtra,Basic,Male,"Wrist Watch","Fashion accessories",70.99,10,28.7600,869.4400,"2026-01-06 20:54:37",16:28:00,Cash,709.90,4.761904716,41.4100,5.7,Evening,Tuesday,January,Good
538-22-0304,"Hitech City",Hyderabad,Karnataka,Basic,Male,"Power Bank","Electronic accessories",64.95,17,48.8700,2057.8000,"2026-04-25 23:00:51",18:27:00,Cash,751.88,4.761904716,98.0100,6.6,Evening,Saturday,April,Good
539-21-7227,Bandra,Mumbai,Telangana,Prime,Female,"Travel Backpack","Sports and travel",51.54,12,39.6800,1200.1100,"2026-11-07 09:04:39",17:45:00,"Credit Card",469.67,4.761904716,57.1200,4.2,Evening,Saturday,November,Bad
540-11-4336,"Banjara Hills",Hyderabad,Delhi,Basic,Male,"Lay's Chips","Food and beverages",24.94,12,15.7700,476.8000,"2026-05-04 13:20:40",16:49:00,"Credit card",315.36,4.761904716,22.7000,5.6,Evening,Monday,May,Bad
541-08-3113,Saket,Delhi,Maharashtra,Prime,Male,"Lay's Chips","Food and beverages",65.97,6,32.0100,967.9800,"2026-10-07 03:50:55",20:29:00,Cash,492.46,4.761904716,46.1000,8.4,Evening,Wednesday,October,Good
541-48-8554,"Connaught Place",Delhi,Maharashtra,Basic,Male,"Travel Backpack","Sports and travel",60.95,36,135.5000,2845.4500,"2026-07-04 01:01:35",12:08:00,UPI,1603.51,4.761904716,135.5300,6.0,Afternoon,Saturday,July,Good
541-89-9860,Whitefield,Bangalore,Delhi,Prime,Female,Handbag,"Fashion accessories",80.48,9,45.5800,1265.2800,"2026-09-13 08:51:58",12:31:00,UPI,486.75,4.761904716,60.2800,8.1,Afternoon,Sunday,September,Bad
542-41-0513,Andheri,Mumbai,Karnataka,Basic,Female,"Power Bank","Electronic accessories",57.49,14,56.9800,969.6200,"2026-10-01 15:13:09",11:57:00,Cash,876.99,4.761904716,46.1700,8.5,Morning,Thursday,October,Bad
544-32-5024,Hinjawadi,Pune,Karnataka,Prime,Female,"Oreo Biscuits","Food and beverages",49.79,3,7.5300,227.5900,"2026-12-04 17:22:16",19:16:00,Cash,185.85,4.761904716,10.8600,6.4,Evening,Friday,December,Bad
544-55-9589,Saket,Delhi,Maharashtra,Basic,Female,"Power Bank","Electronic accessories",21.43,40,53.1300,903.5900,"2026-11-04 01:04:51",11:51:00,Cash,817.27,4.761904716,43.0300,8.0,Morning,Wednesday,November,Bad
545-07-8534,Powai,Mumbai,Karnataka,Prime,Female,Shampoo,"Health and beauty",58.32,2,10.9200,303.2200,"2026-09-11 08:11:45",12:42:00,"Credit Card",167.96,4.761904716,14.4400,6.0,Afternoon,Friday,September,Bad
545-46-3100,Andheri,Mumbai,Maharashtra,Basic,Female,"USB Flash Drive","Electronic accessories",10.59,7,3.8700,81.1900,"2026-08-15 01:59:36",13:52:00,"Credit card",45.74,4.761904716,3.8700,8.1,Afternoon,Saturday,August,Bad
546-80-2899,"Hitech City",Hyderabad,Telangana,Basic,Male,"Table Lamp","Home and lifestyle",37.69,2,5.4200,113.9800,"2026-07-21 12:06:38",15:29:00,Ewallet,108.55,4.761904716,5.4200,9.5,Afternoon,Tuesday,July,Bad
548-46-9322,Andheri,Mumbai,Karnataka,Prime,Male,"Oreo Biscuits","Food and beverages",39.90,13,31.4700,660.6900,"2026-11-14 20:09:45",15:24:00,"Credit card",372.32,4.761904716,31.4700,5.9,Afternoon,Saturday,November,Good
548-48-3156,Kharadi,Pune,Maharashtra,Prime,Female,Coca-Cola,"Food and beverages",83.34,2,9.7200,204.1400,"2026-08-03 10:05:47",13:37:00,Cash,240.02,4.761904716,9.7200,7.6,Afternoon,Monday,August,Bad
549-03-9315,Indiranagar,Bangalore,Maharashtra,Basic,Male,"Leather Wallet","Fashion accessories",94.87,11,76.7600,1612.2400,"2026-05-04 10:22:06",12:58:00,UPI,1066.28,4.761904716,76.7600,8.7,Afternoon,Monday,May,Good
549-23-9016,Hinjawadi,Pune,Delhi,Basic,Female,"Tropicana Juice","Food and beverages",14.87,3,1.8700,56.8000,"2026-02-22 10:07:49",18:15:00,Cash,35.69,4.761904716,2.7000,8.9,Evening,Sunday,February,Bad
549-59-1358,"Connaught Place",Delhi,Telangana,Elite,Male,"Gym Bag","Sports and travel",88.63,12,65.6800,1986.1000,"2026-09-06 03:09:49",17:36:00,Ewallet,777.26,4.761904716,94.5600,6.0,Evening,Sunday,September,Bad
549-84-7482,"Hitech City",Hyderabad,Maharashtra,Elite,Female,"Travel Backpack","Sports and travel",90.28,36,154.4000,2626.0800,"2026-08-15 16:56:17",11:15:00,Ewallet,2375.17,4.761904716,125.0600,7.2,Morning,Saturday,August,Good
549-96-4200,Gachibowli,Hyderabad,Karnataka,Prime,Male,Coca-Cola,"Food and beverages",17.04,6,4.9100,148.4000,"2026-09-01 05:21:10",20:15:00,Ewallet,98.15,4.761904716,7.0700,7.0,Evening,Tuesday,September,Bad
550-84-8664,"Connaught Place",Delhi,Maharashtra,Prime,Male,"Cricket Bat","Sports and travel",85.91,5,27.9200,586.3400,"2026-02-10 21:15:47",14:33:00,UPI,429.55,4.761904716,27.9200,8.6,Afternoon,Tuesday,February,Good
551-21-3069,Powai,Mumbai,Delhi,Elite,Female,"Power Bank","Electronic accessories",23.07,7,10.1300,172.1800,"2026-02-05 19:49:16",11:27:00,Cash,155.72,4.761904716,8.2000,8.0,Morning,Thursday,February,Bad
552-44-5977,Kharadi,Pune,Maharashtra,Prime,Male,Sunscreen,"Health and beauty",62.00,15,36.6100,1107.0800,"2026-11-03 17:14:04",19:08:00,Cash,903.96,4.761904716,52.7300,6.2,Evening,Tuesday,November,Good
554-42-2417,"Banjara Hills",Hyderabad,Maharashtra,Elite,Female,Football,"Sports and travel",95.44,10,47.7200,1002.1200,"2026-01-27 05:03:58",13:45:00,Cash,954.40,4.761904716,47.7200,5.2,Afternoon,Tuesday,January,Good
554-53-3790,Kharadi,Pune,Karnataka,Prime,Male,"Yoga Mat","Sports and travel",37.02,11,16.3900,495.7800,"2026-11-02 13:08:52",18:33:00,Cash,404.81,4.761904716,23.6000,4.5,Evening,Monday,November,Bad
554-53-8700,Saket,Delhi,Telangana,Elite,Male,Bedsheet,"Home and lifestyle",56.11,2,8.4400,143.6400,"2026-03-26 12:12:54",10:11:00,UPI,129.91,4.761904716,6.8500,6.3,Morning,Thursday,March,Bad
556-41-6224,Whitefield,Bangalore,Maharashtra,Prime,Male,Sunscreen,"Health and beauty",33.64,20,45.9200,1388.3000,"2026-11-08 17:45:14",17:10:00,UPI,490.47,4.761904716,66.1200,9.3,Evening,Sunday,November,Bad
556-72-8512,"Hitech City",Hyderabad,Karnataka,Elite,Male,"Coffee Mug","Home and lifestyle",22.96,1,1.1480,34.7200,"2026-02-20 11:23:28",20:47:00,Cash,22.96,4.761904716,1.6600,4.3,Evening,Friday,February,Bad
556-86-3144,Whitefield,Bangalore,Telangana,Basic,Female,"Baseball Cap","Fashion accessories",74.29,1,9.7300,389.8700,"2026-12-16 08:38:45",19:30:00,UPI,135.39,4.761904716,18.5400,5.0,Evening,Wednesday,December,Bad
556-97-7101,Hinjawadi,Pune,Maharashtra,Elite,Female,"Power Bank","Electronic accessories",63.22,10,25.3900,533.1300,"2026-12-06 13:45:06",15:51:00,Cash,482.17,4.761904716,25.3900,7.4,Afternoon,Sunday,December,Bad
558-60-5016,"Banjara Hills",Hyderabad,Delhi,Elite,Female,"Coffee Mug","Home and lifestyle",33.30,9,14.9850,314.6850,"2026-01-27 15:28:21",15:27:00,Ewallet,299.70,4.761904716,14.9850,7.2,Afternoon,Tuesday,January,Bad
558-80-4082,Hinjawadi,Pune,Karnataka,Elite,Male,"Wireless Mouse","Electronic accessories",27.85,5,5.9200,249.3300,"2026-01-02 02:12:43",17:20:00,Ewallet,146.21,4.761904716,11.8800,8.2,Evening,Friday,January,Bad
559-61-5987,Rohini,Delhi,Maharashtra,Basic,Female,"Body Lotion","Health and beauty",17.75,1,1.6100,36.4600,"2026-06-12 22:46:35",10:38:00,UPI,24.94,4.761904716,1.7100,8.6,Morning,Friday,June,Bad
559-98-9873,"Connaught Place",Delhi,Telangana,Prime,Female,"Baseball Cap","Fashion accessories",53.65,13,44.5800,1238.2200,"2026-05-30 04:50:38",12:56:00,UPI,527.62,4.761904716,58.9500,5.2,Afternoon,Saturday,May,Good
560-30-5617,Gachibowli,Hyderabad,Telangana,Prime,Female,"Cricket Bat","Sports and travel",24.77,9,11.2900,341.2800,"2026-10-12 07:02:52",18:27:00,Cash,225.72,4.761904716,16.2500,8.5,Evening,Monday,October,Bad
560-49-6611,"Hitech City",Hyderabad,Maharashtra,Basic,Female,"Gym Bag","Sports and travel",45.58,1,2.2790,47.8590,"2026-02-17 18:18:54",14:13:00,Cash,45.58,4.761904716,2.2790,9.8,Afternoon,Tuesday,February,Bad
562-12-5430,"Hitech City",Hyderabad,Maharashtra,Basic,Female,"Baseball Cap","Fashion accessories",88.15,4,24.1500,543.2500,"2026-06-06 20:33:14",10:11:00,Ewallet,371.53,4.761904716,25.8800,7.9,Morning,Saturday,June,Bad
563-36-9814,Bandra,Mumbai,Karnataka,Prime,Male,"Bluetooth Speaker","Electronic accessories",76.82,2,19.0600,801.7600,"2026-12-30 09:41:20",18:27:00,"Credit Card",292.97,4.761904716,38.2100,8.2,Evening,Wednesday,December,Bad
563-47-4072,"Hitech City",Hyderabad,Delhi,Prime,Female,"Face Wash","Health and beauty",55.81,6,16.7430,376.6500,"2026-01-13 23:06:26",11:52:00,Cash,334.86,4.761904716,17.9400,9.9,Morning,Tuesday,January,Good
563-91-7120,"Connaught Place",Delhi,Karnataka,Elite,Female,"Baseball Cap","Fashion accessories",61.77,10,40.4800,1123.9900,"2026-09-17 15:50:08",13:21:00,Cash,622.64,4.761904716,53.5200,6.7,Afternoon,Thursday,September,Good
565-17-3836,Rohini,Delhi,Maharashtra,Basic,Female,"Body Lotion","Health and beauty",47.67,6,22.4200,622.6300,"2026-03-04 20:54:44",14:21:00,UPI,344.89,4.761904716,29.6600,9.1,Afternoon,Wednesday,March,Bad
565-67-6697,Indiranagar,Bangalore,Karnataka,Basic,Male,"Coffee Mug","Home and lifestyle",27.00,16,31.8800,669.6100,"2026-11-05 14:48:57",14:16:00,Cash,442.87,4.761904716,31.8800,4.8,Afternoon,Thursday,November,Bad
565-80-5980,Kharadi,Pune,Maharashtra,Elite,Female,Bedsheet,"Home and lifestyle",47.38,8,14.3700,244.4300,"2026-07-19 21:17:22",10:25:00,Cash,272.90,4.761904716,11.6500,7.1,Morning,Sunday,July,Bad
565-91-4567,Hinjawadi,Pune,Maharashtra,Elite,Male,"Face Wash","Health and beauty",10.75,20,8.2500,173.3000,"2026-10-17 07:09:35",14:38:00,Cash,156.74,4.761904716,8.2600,6.2,Afternoon,Saturday,October,Bad
566-19-5475,Indiranagar,Bangalore,Delhi,Prime,Male,"Baseball Cap","Fashion accessories",47.97,7,24.1800,731.1100,"2026-02-12 16:25:58",20:52:00,Cash,335.79,4.761904716,34.8200,6.2,Evening,Thursday,February,Good
566-71-1091,"Connaught Place",Delhi,Karnataka,Prime,Male,Sunglasses,"Fashion accessories",77.02,5,25.0300,525.6600,"2026-01-28 07:47:06",15:59:00,UPI,385.10,4.761904716,25.0300,5.5,Afternoon,Wednesday,January,Good
568-88-3448,Powai,Mumbai,Maharashtra,Prime,Male,"Body Lotion","Health and beauty",25.00,1,3.5800,74.9200,"2026-05-25 00:01:16",15:09:00,Ewallet,54.88,4.761904716,3.5800,5.5,Afternoon,Monday,May,Bad
568-90-5112,Saket,Delhi,Karnataka,Elite,Male,Sunscreen,"Health and beauty",66.14,7,31.3400,658.1400,"2026-10-27 02:20:21",12:46:00,"Credit card",482.17,4.761904716,31.3400,5.6,Afternoon,Tuesday,October,Bad
569-71-4390,"Banjara Hills",Hyderabad,Karnataka,Elite,Male,"Gym Bag","Sports and travel",21.87,3,2.8400,59.7100,"2026-01-10 20:15:25",14:29:00,Ewallet,43.74,4.761904716,2.8400,6.9,Afternoon,Saturday,January,Bad
569-76-2760,Rohini,Delhi,Delhi,Basic,Female,"Yoga Mat","Sports and travel",22.01,4,5.7200,173.0500,"2026-02-20 03:49:44",18:15:00,UPI,88.04,4.761904716,8.2300,6.6,Evening,Friday,February,Bad
571-94-0759,Bandra,Mumbai,Maharashtra,Prime,Female,"Lay's Chips","Food and beverages",74.60,13,68.1200,2060.1000,"2026-05-20 10:26:18",20:55:00,Cash,1048.07,4.761904716,98.1200,9.5,Evening,Wednesday,May,Good
573-10-3877,Hinjawadi,Pune,Telangana,Basic,Male,"Face Wash","Health and beauty",39.01,1,2.0500,62.1000,"2026-01-10 19:52:02",16:46:00,Cash,39.01,4.761904716,2.9600,4.7,Evening,Saturday,January,Bad
573-58-9734,Powai,Mumbai,Karnataka,Prime,Female,"Baseball Cap","Fashion accessories",30.37,3,5.9200,164.4800,"2026-01-22 19:32:00",13:41:00,"Credit Card",91.11,4.761904716,7.8300,5.1,Afternoon,Thursday,January,Bad
573-98-8548,Koramangala,Bangalore,Delhi,Basic,Female,Sunglasses,"Fashion accessories",31.90,1,11.8800,330.6400,"2026-11-22 00:19:51",12:40:00,UPI,127.20,4.761904716,15.7000,9.1,Afternoon,Sunday,November,Bad
574-22-5561,Hinjawadi,Pune,Maharashtra,Prime,Female,Handbag,"Fashion accessories",82.63,13,47.0200,1880.3100,"2026-05-25 22:29:15",17:08:00,Ewallet,1160.90,4.761904716,89.5400,7.9,Evening,Monday,May,Good
574-31-8277,Gachibowli,Hyderabad,Karnataka,Prime,Male,"Leather Wallet","Fashion accessories",33.63,1,2.4200,73.2100,"2026-07-01 16:17:09",19:55:00,Cash,48.43,4.761904716,3.4800,5.6,Evening,Wednesday,July,Bad
574-57-9721,Andheri,Mumbai,Karnataka,Prime,Male,"Nescafe Coffee","Food and beverages",43.27,2,5.2500,158.7100,"2026-11-25 11:02:35",16:53:00,"Credit Card",80.75,4.761904716,7.5700,5.7,Evening,Wednesday,November,Bad
574-80-1489,Baner,Pune,Maharashtra,Prime,Female,Coca-Cola,"Food and beverages",62.85,8,19.0400,400.2600,"2026-08-09 15:14:43",13:22:00,Ewallet,362.02,4.761904716,19.0500,8.7,Afternoon,Sunday,August,Bad
575-30-8091,Indiranagar,Bangalore,Maharashtra,Elite,Male,"Yoga Mat","Sports and travel",72.50,11,58.6800,1774.1800,"2026-05-14 22:16:27",19:25:00,Ewallet,814.86,4.761904716,84.5000,9.2,Evening,Thursday,May,Good
575-67-1508,Rohini,Delhi,Karnataka,Basic,Male,"Mechanical Keyboard","Electronic accessories",38.60,1,3.6100,85.5900,"2026-07-17 22:00:19",11:26:00,Ewallet,55.58,4.761904716,4.0900,8.0,Morning,Friday,July,Bad
576-31-4774,"Hitech City",Hyderabad,Karnataka,Basic,Female,Shampoo,"Health and beauty",73.41,5,20.0700,557.3600,"2026-12-18 01:38:07",13:10:00,Ewallet,401.37,4.761904716,26.5500,4.0,Afternoon,Friday,December,Bad
577-34-7579,"Hitech City",Hyderabad,Delhi,Elite,Male,"Nescafe Coffee","Food and beverages",50.49,16,41.5000,1254.8800,"2026-06-14 01:01:25",17:16:00,Cash,638.41,4.761904716,59.7500,5.4,Evening,Sunday,June,Good
578-80-7669,Saket,Delhi,Telangana,Elite,Male,"Yoga Mat","Sports and travel",74.97,1,8.8800,268.5600,"2026-11-12 04:43:58",16:58:00,Cash,136.63,4.761904716,12.7800,5.6,Evening,Thursday,November,Bad
582-52-8065,Andheri,Mumbai,Maharashtra,Basic,Female,"Leather Wallet","Fashion accessories",54.31,16,58.0200,1305.3800,"2026-05-23 08:42:47",10:49:00,Cash,686.71,4.761904716,62.1500,8.9,Morning,Saturday,May,Good
583-41-4548,Rohini,Delhi,Karnataka,Prime,Male,"Coffee Mug","Home and lifestyle",16.67,13,14.2000,241.5400,"2026-08-23 02:57:18",11:36:00,UPI,168.04,4.761904716,11.5100,7.4,Morning,Sunday,August,Bad
583-72-1480,Koramangala,Bangalore,Maharashtra,Prime,Male,"Bluetooth Speaker","Electronic accessories",37.06,6,15.3600,647.1600,"2026-09-09 01:43:49",16:24:00,UPI,213.47,4.761904716,30.7900,6.9,Evening,Wednesday,September,Bad
584-66-4073,Indiranagar,Bangalore,Karnataka,Prime,Male,"Baseball Cap","Fashion accessories",56.50,1,6.1400,128.5600,"2026-04-18 06:16:52",15:45:00,UPI,65.42,4.761904716,6.1400,9.6,Afternoon,Saturday,April,Bad
584-86-7256,"Connaught Place",Delhi,Karnataka,Basic,Male,"Gym Bag","Sports and travel",34.56,10,22.1000,668.0800,"2026-06-03 07:46:15",16:07:00,"Credit card",339.88,4.761904716,31.8200,7.3,Evening,Wednesday,June,Bad
585-03-5943,Powai,Mumbai,Maharashtra,Elite,Male,"Lip Balm","Health and beauty",18.11,30,33.5800,571.4000,"2026-05-10 19:06:59",11:46:00,"Credit Card",397.55,4.761904716,27.2100,5.9,Morning,Sunday,May,Bad
585-11-6748,Andheri,Mumbai,Delhi,Elite,Male,Football,"Sports and travel",96.80,5,34.4000,722.4200,"2026-12-03 05:16:31",13:05:00,Cash,529.25,4.761904716,34.4000,5.3,Afternoon,Thursday,December,Bad
585-86-8361,Indiranagar,Bangalore,Telangana,Basic,Female,"Nescafe Coffee","Food and beverages",27.28,10,17.9400,305.1000,"2026-05-02 00:10:59",10:31:00,"Credit card",191.63,4.761904716,14.5300,8.6,Morning,Saturday,May,Bad
585-90-0249,Rohini,Delhi,Delhi,Basic,Male,"USB Flash Drive","Electronic accessories",73.26,1,3.5800,150.3800,"2026-01-14 04:00:07",18:08:00,Ewallet,54.95,4.761904716,7.1600,8.1,Evening,Wednesday,January,Bad
586-25-0848,"Connaught Place",Delhi,Karnataka,Elite,Female,"Cricket Bat","Sports and travel",12.34,26,21.3500,362.9600,"2026-09-20 02:23:31",11:19:00,UPI,252.50,4.761904716,17.2900,6.7,Morning,Sunday,September,Bad
587-03-7455,Saket,Delhi,Karnataka,Basic,Female,"Wrist Watch","Fashion accessories",97.79,10,62.5000,2500.0000,"2026-05-04 09:25:56",17:30:00,UPI,961.71,4.761904716,119.0500,4.9,Evening,Monday,May,Good
587-73-4862,Whitefield,Bangalore,Telangana,Basic,Female,Shampoo,"Health and beauty",10.69,12,9.1300,205.1300,"2026-12-13 13:41:01",11:07:00,UPI,97.42,4.761904716,9.7800,7.6,Morning,Sunday,December,Bad
588-01-7461,Saket,Delhi,Telangana,Basic,Female,"Lay's Chips","Food and beverages",33.98,11,23.8600,405.7600,"2026-01-01 07:06:05",10:43:00,Cash,366.98,4.761904716,19.3300,4.2,Morning,Thursday,January,Bad
588-47-8641,Indiranagar,Bangalore,Karnataka,Elite,Male,"Leather Wallet","Fashion accessories",56.04,13,56.6900,1714.2400,"2026-06-23 11:46:26",19:30:00,UPI,787.33,4.761904716,81.6200,4.4,Evening,Tuesday,June,Good
589-02-8023,Indiranagar,Bangalore,Karnataka,Prime,Male,"Tropicana Juice","Food and beverages",83.77,3,18.8100,320.1000,"2026-01-10 15:47:33",10:54:00,UPI,201.05,4.761904716,15.2400,7.0,Morning,Saturday,January,Bad
590-83-4591,Powai,Mumbai,Maharashtra,Basic,Male,"Bluetooth Speaker","Electronic accessories",87.45,5,29.6000,865.8400,"2026-03-19 02:05:33",14:40:00,"Credit Card",455.56,4.761904716,41.2300,7.3,Afternoon,Thursday,March,Good
592-34-6155,Powai,Mumbai,Maharashtra,Prime,Male,Coca-Cola,"Food and beverages",31.77,3,7.7100,161.8600,"2026-10-19 17:37:34",14:43:00,"Credit Card",118.58,4.761904716,7.7100,6.2,Afternoon,Monday,October,Bad
592-46-1692,Whitefield,Bangalore,Karnataka,Prime,Female,"Tropicana Juice","Food and beverages",36.77,9,27.8700,843.3400,"2026-04-11 04:04:04",20:10:00,UPI,297.96,4.761904716,40.1400,7.4,Evening,Saturday,April,Bad
593-08-5916,Powai,Mumbai,Karnataka,Basic,Female,"Baseball Cap","Fashion accessories",15.50,1,1.0100,27.9900,"2026-01-09 14:39:05",15:23:00,"Credit card",15.50,4.761904716,1.3300,7.4,Afternoon,Friday,January,Bad
593-14-4239,Baner,Pune,Maharashtra,Elite,Female,Bedsheet,"Home and lifestyle",95.46,15,56.3700,1704.5800,"2026-12-25 01:46:08",19:40:00,Ewallet,1391.81,4.761904716,81.1800,4.7,Evening,Friday,December,Good
593-65-1552,"Connaught Place",Delhi,Karnataka,Basic,Female,Bedsheet,"Home and lifestyle",69.81,14,58.1600,1759.3300,"2026-06-05 21:44:43",20:50:00,UPI,895.05,4.761904716,83.8100,5.9,Evening,Friday,June,Bad
593-95-4461,Andheri,Mumbai,Maharashtra,Prime,Male,"Table Lamp","Home and lifestyle",74.86,1,12.8700,269.8500,"2026-04-03 13:14:38",14:49:00,"Credit Card",197.72,4.761904716,12.8700,6.9,Afternoon,Friday,April,Bad
594-34-4444,"Banjara Hills",Hyderabad,Karnataka,Elite,Male,"Wireless Mouse","Electronic accessories",97.16,2,18.5400,780.0300,"2026-12-30 07:55:36",20:38:00,Ewallet,370.54,4.761904716,37.1600,7.6,Evening,Wednesday,December,Bad
595-11-5460,Gachibowli,Hyderabad,Maharashtra,Basic,Male,"Face Wash","Health and beauty",96.58,3,18.0800,307.5400,"2026-08-29 07:24:41",10:12:00,"Credit card",278.15,4.761904716,14.6500,5.1,Morning,Saturday,August,Bad
595-27-4851,Gachibowli,Hyderabad,Telangana,Basic,Female,"Wrist Watch","Fashion accessories",54.28,13,35.5700,1422.3100,"2026-07-25 21:28:40",18:05:00,Ewallet,547.14,4.761904716,67.7200,9.3,Evening,Saturday,July,Good
595-86-2894,Saket,Delhi,Telangana,Basic,Male,"Wrist Watch","Fashion accessories",96.98,15,100.5000,3039.9000,"2026-10-13 05:22:28",17:20:00,UPI,1546.55,4.761904716,144.7800,9.4,Evening,Tuesday,October,Good
595-94-9924,"Banjara Hills",Hyderabad,Delhi,Basic,Female,"Body Lotion","Health and beauty",27.73,12,16.4300,656.8900,"2026-10-10 04:48:58",20:21:00,"Credit card",252.69,4.761904716,31.2800,4.2,Evening,Saturday,October,Bad
596-42-3999,Powai,Mumbai,Maharashtra,Elite,Male,"Lay's Chips","Food and beverages",18.22,13,15.5100,325.9000,"2026-09-06 19:08:24",14:04:00,"Credit Card",183.66,4.761904716,15.5100,6.6,Afternoon,Sunday,September,Bad
597-78-7908,Whitefield,Bangalore,Delhi,Elite,Male,Sunglasses,"Fashion accessories",90.22,7,46.1600,1396.2000,"2026-12-12 08:18:55",19:39:00,UPI,493.28,4.761904716,66.4700,6.2,Evening,Saturday,December,Bad
